algorithm,execution_code,iteration,best_state_value,best_state_fitness
RestartHillClimbing,9,1,"(4.731824, 4.921208)",68.88754837396415
RestartHillClimbing,9,2,"(2.4072383048727124, 4.650946752503911)",64.12417165567594
RestartHillClimbing,9,3,"(2.4072383048727124, 4.650946752503911)",64.12417165567594
RestartHillClimbing,9,4,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,5,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,6,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,7,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,8,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,9,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,10,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,11,"(-0.1583454159868305, 2.706822525692594)",16.460454183760273
RestartHillClimbing,9,12,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,13,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,14,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,15,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,16,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,17,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,18,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,19,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,20,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,21,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,22,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,23,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,24,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,25,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,26,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,27,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,28,"(-1.0278232637516238, 1.939335081385765)",5.122279525412944
RestartHillClimbing,9,29,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,30,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,31,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,32,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,33,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,34,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,35,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,36,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,37,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,38,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,39,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,40,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,41,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,42,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,43,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,44,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,45,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,46,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,47,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,48,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,49,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,50,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,51,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,52,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,53,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,54,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,55,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,56,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,57,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,58,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,59,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,60,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,61,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,62,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,63,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,64,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,65,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,66,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,67,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,68,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,69,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,70,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,71,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,72,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,73,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,74,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,75,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,76,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,77,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,78,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,79,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,80,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,81,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,82,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,83,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,84,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,85,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,86,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,87,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,88,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,89,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,90,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,91,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,92,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,93,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,94,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,95,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,96,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,97,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,98,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,99,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,100,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,101,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,102,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,103,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,104,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,105,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,106,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,107,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,108,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,109,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,110,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,111,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,112,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,113,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,114,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,115,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,116,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,117,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,118,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,119,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,120,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,121,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,122,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,123,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,124,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,125,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,126,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,127,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,128,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,129,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,130,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,131,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,132,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,133,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,134,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,135,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,136,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,137,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
RestartHillClimbing,9,138,"(-0.03276203469998873, -0.2941722321449616)",0.5098584122369587
